marcEntry_x,callNumber,itemID_x,library,location_x
"The 1964 World's Fair [videorecording (DVD)] : relive the wonder / Connecticut Public Television, Janson Media.","W DVD 11,227",0201609035583,Lincoln Center--Quinn Library,AV
"2001, a space odyssey [videorecording (DVD)] / Metro-Goldwyn-Mayer presents a Stanley Kubrick production.",W DVD 121 2007 V.1,0201608106658,Lincoln Center--Quinn Library,AV
"2001, a space odyssey [videorecording (DVD)] / Metro-Goldwyn-Mayer presents a Stanley Kubrick production.",W DVD 121 2007 V.2,0201608106666,Lincoln Center--Quinn Library,AV
"3000 miles to Graceland [videorecording (DVD)] / Morgan Creek Productions, Inc. and Franchise Pictures present in association with Lightstone Entertainment, Inc., a Demian Lichtenstein film ; producers, Demian Lichtenstein, Richard Spero, Eric Manes, Elie Samaha, Andrew Stevens ; writters, Richard Recco, Demian Lichtenstein ; director, Demian Lichtenstein.",W DVD 7692,0201608072942,Lincoln Center--Quinn Library,AV
"A.I. Artificial intelligence [videorecording (DVD)] / Dreamworks Pictures and Warner Bros. Pictures present an Amblin/Stanley Kubrick production, a film by Steven Spielberg ; producers, Kathleen Kennedy, Steven Spielberg, Bonnie Curtis ; screenplay writer, Steven Spielberg ; director, Steven Spielberg.",W DVD 489 2002 V.1,0201610895975,Lincoln Center--Quinn Library,RESERVE-LC
"A.I. Artificial intelligence [videorecording (DVD)] / Dreamworks Pictures and Warner Bros. Pictures present an Amblin/Stanley Kubrick production, a film by Steven Spielberg ; producers, Kathleen Kennedy, Steven Spielberg, Bonnie Curtis ; screenplay writer, Steven Spielberg ; director, Steven Spielberg.",W DVD 489 2002 V.2,0201610895983,Lincoln Center--Quinn Library,RESERVE-LC
"A.M.D.G [videorecording (DVD)] : a world is not enough / directed by Edward J. Siebert ; written by Giuseppe Zito, Thomas M. Rochford ; produced by Thomas M. Rochford, Pierre Bélanger, Eugene Geinzer ; dramatic scenes written and directed by Michael Breault.",W DVD 4845,0201607410036,Lincoln Center--Quinn Library,AV
The A-Team [videorecording (DVD)] / Twentieth Century Fox presents ; produced by Stephen J. Cannell ... [et al.] ; written by Joe Carnahan & Brian Bloom and Skip Woods ; directed by Joe Carnahan.,"W DVD 11,581",0201609111673,Lincoln Center--Quinn Library,AV
About Baghdad [videorecording (DVD)] / produced by InCounter Productions ; directed by Sinan Antoon ... [et al.].,W DVD 7462,0201608060665,Lincoln Center--Quinn Library,AV
Absence of malice [videorecording (DVD)] / Columbia Pictures presents a Sydney Pollack film ; a Mirage Enterprises production ; written by Kurt Luedtke ; produced and directed by Sydney Pollack.,W DVD 2014,0201606816597,Lincoln Center--Quinn Library,AV
Absolute power [videorecording (DVD)] / Castle Rock Entertainment presents a Malpaso production ; produced and directed by Clint Eastwood.,W DVD 586,0201605527385,Lincoln Center--Quinn Library,AV
Abstract art [videorecording (DVD)].,"W DVD 10,685",0201609016104,Lincoln Center--Quinn Library,AV
"Ace in the hole [videorecording (DVD)] / a Paramount picture ; written by Billy Wilder, Lesser Samuels, Walter Newman ; produced and directed by Billy Wilder.",W DVD 7560 V.1,0201608070268,Lincoln Center--Quinn Library,AV
"Ace in the hole [videorecording (DVD)] / a Paramount picture ; written by Billy Wilder, Lesser Samuels, Walter Newman ; produced and directed by Billy Wilder.",W DVD 7560 V.2,0201608070276,Lincoln Center--Quinn Library,AV
Across to Singapore [videorecording (DVD)] / a Metro-Goldwyn-Mayer picture ; directed by William Nigh.,"W DVD 11,345",0201609041789,Lincoln Center--Quinn Library,AV
"The act of killing [videorecording (DVD)] / directed by Joshua Oppenheimer ; produced by Signe Byrge Sorensen, Final Cut for Real APS ; executive producers, Errol Morris, Werner Herzog, André Singer.","W DVD 13,578, DISC 1",0201609437243,Lincoln Center--Quinn Library,AV
"Act of valor [videorecording (DVD)] / a Bandito Brothers production ; in association with Tom Clancy ; a Relativity Media presentation ; directed by Scott Waugh, Mouse McCoy ; written by Kurt Johnstad ; produced by Mouse McCoy, Scott Waugh.","W DVD 13,048",0201609416338,Lincoln Center--Quinn Library,AV
"Adaptation [videorecording (DVD)] / Columbia Pictures presents in association with Intermedia Films a Magnet/Clinica Estetico production ; producers, Edward Saxon, Vincent Landay, Jonathan Demme ; screenplay writers, Charlie Kaufman, Donald Kaufman ; director, Spike Jonze.",W DVD 761,0201605991003,Lincoln Center--Quinn Library,AV
"Les adieux a la reine [videorecording (DVD)] = Farewell, my queen / GMT Productions et Les Films du Lendemain en coproduction avec Morena Films ; une coproduction franco-espagnole ; un film de Benoît Jacquot ; produit par Jean-Pierre Guerin, Kristina Larsen et Pedro Uriol ; scénario, Gilles Taurand et Benoît Jacquot.","W DVD 13,427",0201609652635,Lincoln Center--Quinn Library,AV
"Adoration [videorecording (DVD)] / a Sony Pictures Classics release, Serendipity Point Films and ARP Selection present an Ego Film Arts Production in association with the Film Farm, a film by Atom Egoyan ; produced by Simone Urdl, Jennifer Weiss ; written, produced and directed by Atom Egoyan.","W DVD 10,876",0201609485242,Lincoln Center--Quinn Library,AV
"An affair to remember [videorecording (DVD)] / Twentieth Century Fox presents a Cinemascope Picture ; producer, Jerry Wald ; story, Leo McCarey and Mildred Cram ; screenplay, Delmar Daves and Leo McCarey ; director, Leo McCarey.",W DVD 1619,0201606816050,Lincoln Center--Quinn Library,AV
"Africa, who is to blame? [videorecording (DVD)] / Films for the Humanities & Sciences ; BBC Education & Training ; BBC Active production ; written by Emily Buchanan ; filmed and directed by Daniela Völker ; produced by Stephen Barrett.","W DVD 10,770",0201609478700,Lincoln Center--Quinn Library,AV
"Africans in America [videorecording (DVD)] : America's journey through slavery / a production of WGBH Boston ; executive producer, Orlando Bagwell; writer, Steve Fayer.",W DVD 763 V.1,0201605990971,Lincoln Center--Quinn Library,AV
"Africans in America [videorecording (DVD)] : America's journey through slavery / a production of WGBH Boston ; executive producer, Orlando Bagwell; writer, Steve Fayer.",W DVD 763 V.2,0201605990989,Lincoln Center--Quinn Library,AV
"Afrique, je te plumerai [videorecording (DVD)] = Africa, I will fleece you / un film de Jean-Marie Teno ; une coproduction Les Films du Raphia (France) et Raphia Films Production (Cameroun) avec la collaboration de la ZDF (KLeines Fernsehspiel).",W DVD 7310,0201608034058,Lincoln Center--Quinn Library,AV
"After hours [videorecording (DVD)] / The Geffen Company presents a Double Play production ; produced by Amy Robinson, Griffin Dunne and Robert F. Colesberry ; written by Joseph Minion ; directed by Martin Scorsese.",W DVD 1488,0201606604993,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 2",0201609017706,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 3",0201609017714,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 4",0201609017722,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 5",0201609017730,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 6",0201609017748,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 7",0201609017755,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 8",0201609017763,Lincoln Center--Quinn Library,AV
Agatha Christie [videorecording (DVD)] : classic mystery collection / Warner Brothers Television.,"W DVD 10,723, DISC 1",0201609017698,Lincoln Center--Quinn Library,AV
Agatha Christie Marple. The classic mysteries collection [videorecording (DVD)] / produced by BBC TV in association with A&E Television Networks and Agatha Christie Ltd. (a Chorion Company).,"W DVD 10,727, DISC 5",0201609018589,Lincoln Center--Quinn Library,AV
Agatha Christie Marple. The classic mysteries collection [videorecording (DVD)] / produced by BBC TV in association with A&E Television Networks and Agatha Christie Ltd. (a Chorion Company).,"W DVD 10,727, DISC 1",0201609018548,Lincoln Center--Quinn Library,AV
Agatha Christie Marple. The classic mysteries collection [videorecording (DVD)] / produced by BBC TV in association with A&E Television Networks and Agatha Christie Ltd. (a Chorion Company).,"W DVD 10,727, DISC 2",0201609018555,Lincoln Center--Quinn Library,AV
Agatha Christie Marple. The classic mysteries collection [videorecording (DVD)] / produced by BBC TV in association with A&E Television Networks and Agatha Christie Ltd. (a Chorion Company).,"W DVD 10,727, DISC 3",0201609018563,Lincoln Center--Quinn Library,AV
Agatha Christie Marple. The classic mysteries collection [videorecording (DVD)] / produced by BBC TV in association with A&E Television Networks and Agatha Christie Ltd. (a Chorion Company).,"W DVD 10,727, DISC 4",0201609018571,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 01",0201609017292,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 02",0201609017300,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 03",0201609017318,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 04",0201609017326,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 05",0201609017334,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 06",0201609017342,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 07",0201609017359,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 08",0201609017367,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 09",0201609017375,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 10",0201609017383,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 11",0201609017391,Lincoln Center--Quinn Library,AV
Agatha Christie's Poirot. The classic collection [1] [videorecording (DVD)].,"W DVD 10,721 COLLECTION 1, DISC 12",0201609017409,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 01",0201609017516,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 02",0201609017524,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 03",0201609017532,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 04",0201609017540,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 05",0201609017557,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 06",0201609017565,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 07",0201609017573,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 08",0201609017581,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 09",0201609017599,Lincoln Center--Quinn Library,AV
"Agatha Christie's Poirot. The classic collection 2 [videorecording (DVD)] / producer, Brian Eastman.","W DVD 10,721 COLLECTION 2, DISC 10",0201609017607,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, SET 2. V.1",0201609017862,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, SET 2. V.2",0201609017870,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, V.3",0201609017888,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, V.4",0201609017896,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, V.5",0201609017904,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, SET 1. V.1",0201609017847,Lincoln Center--Quinn Library,AV
Agatha Christie's romantic detectives [videorecording (DVD)].,"W DVD 10,722, SET 1. V.2",0201609017854,Lincoln Center--Quinn Library,AV
Agatha Christie's Tommy & Tuppence partners in crime. Set 1 [videorecording (DVD)] / London Weekend Television.,"W DVD 10,861 SET 1, DISC 1",0201609482371,Lincoln Center--Quinn Library,AV
Agatha Christie's Tommy & Tuppence partners in crime. Set 1 [videorecording (DVD)] / London Weekend Television.,"W DVD 10,861 SET 1, DISC 2",0201609482389,Lincoln Center--Quinn Library,AV
"L'age d'or [videorecording (DVD)] / producer, Charles Noailles ; writer, Luis Buñuel & Salvador Dali ; director, Luis Buñuel.",W DVD 1809,0201607976119,Lincoln Center--Quinn Library,AV
"The agony and the ecstasy [videorecording (DVD)] / Twentieth Century Fox ; International Classics ; producer/director, Carol Reed ; screen story and screenplay, Philip Dunne.",W DVD 2047,0201606817439,Lincoln Center--Quinn Library,AV
"Agora [videorecording (DVD)] / Newmarket Films ; Mod Producciones ; Himenóptero ; Telecinco Cinema present ; produced by Fernando Bovaira, Álvaro Augustin ; written by Alejando Amenábar, Mateo Gil ; directed by Alejandro Amenábar.","W DVD 11,374",0201609043165,Lincoln Center--Quinn Library,AV
The agronomist [videorecording (DVD)] / ThinkFilm in association with HBO/Cinemax Documentary Films present a Clinica Estetico production ; directed by Jonathan Demme ; produced by Jonathan Demme and Peter Saraf and Bevin McNamara.,W DVD 2987,0201606952780,Lincoln Center--Quinn Library,AV
"Aida [videorecording (DVD)] / music by Giuseppe Verdi ; libretto by Antonio Ghislanzoni ; a BBC, Covant Garden Pioneer, NHK, Royal Opera House co-production.",W DVD 3799,0201607423740,Lincoln Center--Quinn Library,AV
"Airplane! [videorecording (DVD)] / Paramount Pictures presents a Howard W. Koch Production ; produced by Jon Davison ; written for the screen and directed by Jim Abrahams, David Zucker, Jerry Zucker.",W DVD 3951 2000,0201609174481,Lincoln Center--Quinn Library,AV
"Akahige [videorecording (DVD)] = Red Beard / a Toho-Kurosawa production ; directed by Akira Kurosawa ; executive producers, Tomoyuki Tanaka, Ryuzo Kikushima.",W DVD 584,0201605526056,Lincoln Center--Quinn Library,AV
"Akeelah and the bee [videorecording (DVD)] / Lionsgate, 2929 Productions, Starbucks Entertainment ; an Out of the Blue Entertainment and Reactor Films production in association with Cinema Gypsy Productions, Inc. ; written and directed by Doug Atchison ; produced by Nancy Hult Ganis, Sidney Gan, Laurence Fishburne, Michael Romersa, Danny Llewelyn.",W DVD 5218,0201607453242,Lincoln Center--Quinn Library,AV
The al-Qaeda files [videorecording (DVD)].,W DVD 5101 V.1,0201607424250,Lincoln Center--Quinn Library,AV
The al-Qaeda files [videorecording (DVD)].,W DVD 5101 V.2,0201607424268,Lincoln Center--Quinn Library,AV
"Aladdin [videorecording (DVD)] / Walt Disney Pictures presents ; original score by Alan Menken ; songs by Howard Ashman and Alan Menken, Alan Menken and Tim Rice ; screenplay by Ron Clements and John Musker, Ted Elliott and Terry Rossio ; produced and directed by John Musker, Ron Clements.","W DVD 13,611, DISC 1",0201611129366,Lincoln Center--Quinn Library,RESERVE-LC
"Aladdin [videorecording (DVD)] / Walt Disney Pictures presents ; original score by Alan Menken ; songs by Howard Ashman and Alan Menken, Alan Menken and Tim Rice ; screenplay by Ron Clements and John Musker, Ted Elliott and Terry Rossio ; produced and directed by John Musker, Ron Clements.","W DVD 13,611, DISC 2",0201611129374,Lincoln Center--Quinn Library,RESERVE-LC
"The Alamo. [Vol. 2], The martyrs of the Alamo [videorecording (DVD)].",W DVD 5621,0201607680802,Lincoln Center--Quinn Library,AV
"Albert Nobbs [videorecording (DVD)] / LD Entertainment and Roadside Attractions present a Trillium Productions/Mockingbird Pictures/Parallel Films production in association with Chrysalis Films/Allen & Associates/Westend Films with the participation of Canal+ and Bord Scannán na hÉireann/The Irish Film Board ; story, Istvan Szabo ; screenplay by Gabriella Prekop, John Banville and Glenn Close ; produced by Glenn Close, Bonnie Curtis, Julie Lynn, Alan Moloney ; directed by Rodrigo Garcia.","W DVD 13,222",0201609420298,Lincoln Center--Quinn Library,AV
Alfred Hitchcock [videorecording (DVD)] : the early years of the master of suspense / StudioCanal ; Lions Gate Entertainment.,"W DVD 10,832, DISC 1",0201609481019,Lincoln Center--Quinn Library,AV
Alfred Hitchcock [videorecording (DVD)] : the early years of the master of suspense / StudioCanal ; Lions Gate Entertainment.,"W DVD 10,832, DISC 2",0201609481027,Lincoln Center--Quinn Library,AV
Alfred Hitchcock [videorecording (DVD)] : the early years of the master of suspense / StudioCanal ; Lions Gate Entertainment.,"W DVD 10,832, DISC 3",0201609481035,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.8 PSYCHO,0201607146549,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.9 THE BIRDS,0201607146556,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.10 MARNIE,0201607146564,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.11 TORN CURTAIN,0201607146572,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.12 TOPAZ,0201607146580,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.13 FRENZY,0201607146598,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.14 FAMILY PLOT,0201606319857,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.15 BONUS DISC,0201607146614,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 BOOK,0201607146465,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.1 SABOTEUR,0201607146473,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.2 SHADOW OF A DOUBT,0201607146481,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.3 ROPE,0201606329351,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.4 REAR WINDOW,0201607146507,Lincoln Center--Quinn Library,AV
"Alfred Hitchcock, the masterpiece collection [videorecording (DVD)].",W DVD 3688 V.5 TROUBLE WITH HARRY,0201607146515,Lincoln Center--Quinn Library,AV
